order_id,cust_id,gender,Age,Profession,first_name,last_name,prod_id,product,product_category,product_sub_category,store_name,store_address,country,order_status,delivery_type,order_date,delivery_date,review_score,price,Spending Score (1-100),Quantity
150,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-05-30,2024-05-31,1,620,90,2
151,C_027,Female,30,Homemaker,Nina,Martin,P_1001,Smartphone,Electronics,Standard,Berlin Mitte,Broadway,Germany,Processing,In-Store,2024-05-31,2024-06-02,2,200,17,1
152,C_006,Male,25,Artist,David,Campbell,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,Netherlands,Delivered,Pickup,2024-06-01,2024-06-04,3,25,88,2
153,C_002,Male,45,Doctor,Alexander,Smith,P_1003,Shoes,Fashion,Premium,Berlin Mitte,High St,Germany,Cancelled,Online,2024-06-02,2024-06-06,4,350,20,1
154,C_020,Male,39,Healthcare,Joe,Patty,P_1004,Backpack,Fashion,Standard,London West,Market Rd,UK,Returned,In-Store,2024-06-03,2024-06-08,5,35,76,1
155,C_028,Female,20,Engineer,Olivia,Taylor,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-06-04,2024-06-10,1,499,16,1
156,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-06-05,2024-06-12,2,620,89,1
157,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-06-06,2024-06-14,3,200,1,1
158,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-06-07,2024-06-16,4,25,78,2
159,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-06-08,2024-06-18,5,350,1,1
160,C_006,Male,25,Artist,David,Campbell,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,Netherlands,Delivered,In-Store,2024-06-09,2024-06-10,1,35,73,1
161,C_010,Male,26,Lawyer,Dunn,Ryan,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-06-10,2024-06-12,2,499,35,1
162,C_019,Female,34,Lawyer,Jessica,Danforth,P_1006,Laptop,Electronics,Premium,New York Mall,Market Rd,USA,Returned,Online,2024-06-11,2024-06-14,3,620,83,2
163,C_010,Male,26,Lawyer,Dunn,Ryan,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,Broadway,Cyprus,Processing,In-Store,2024-06-12,2024-06-16,4,200,5,1
164,C_015,Female,48,Doctor,Helen,Renn,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,USA,Delivered,Pickup,2024-06-13,2024-06-18,5,25,93,2
165,C_010,Male,26,Lawyer,Dunn,Ryan,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-06-14,2024-06-20,1,350,26,1
166,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-06-15,2024-06-22,2,35,75,1
167,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-06-16,2024-06-24,3,499,20,1
168,C_018,Male,64,Healthcare,James,Smith,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-06-17,2024-06-26,4,620,95,2
169,C_010,Male,26,Lawyer,Dunn,Ryan,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-06-18,2024-06-28,5,200,27,1
170,C_001,Male,37,Artist,Alex,Taylor,P_1002,Headphones,Accessories,Budget,Netherlands Mall,Market Rd,Netherlands,Returned,Pickup,2024-06-19,2024-06-20,1,25,63,2
171,C_001,Male,37,Artist,Alex,Taylor,P_1003,Shoes,Fashion,Premium,Netherlands Mall,Broadway,Netherlands,Processing,Online,2024-06-20,2024-06-22,2,350,13,1
172,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-06-21,2024-06-24,3,35,75,1
173,C_002,Male,45,Doctor,Alexander,Smith,P_1005,Tablet,Accessories,Budget,Berlin Mitte,High St,Germany,Cancelled,Pickup,2024-06-22,2024-06-26,4,499,10,1
174,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-06-23,2024-06-28,5,620,92,2
175,C_002,Male,45,Doctor,Alexander,Smith,P_1001,Smartphone,Electronics,Standard,Berlin Mitte,Broadway,Germany,Processing,In-Store,2024-06-24,2024-06-30,1,200,13,3
176,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-06-25,2024-07-02,2,25,86,2
177,C_013,Male,54,Entertainment,Glen,Pokk,P_1003,Shoes,Fashion,Premium,Amsterdam Mall,High St,Australia,Cancelled,Online,2024-06-26,2024-07-04,3,350,15,1
178,C_019,Female,34,Lawyer,Jessica,Danforth,P_1004,Backpack,Fashion,Standard,New York Mall,Market Rd,USA,Returned,In-Store,2024-06-27,2024-07-06,4,35,69,1
179,C_028,Female,20,Engineer,Olivia,Taylor,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-06-28,2024-07-08,5,499,14,1
180,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-01-01,2024-01-02,1,620,90,2
181,C_022,Male,18,Homemaker,kevin,Patrick,P_1001,Smartphone,Electronics,Standard,New York Mall,High St,USA,Cancelled,In-Store,2024-01-02,2024-01-04,2,200,32,1
182,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-01-03,2024-01-06,3,25,86,2
183,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-01-04,2024-01-08,4,350,15,1
184,C_018,Male,64,Healthcare,James,Smith,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Main St,Cyprus,Delivered,In-Store,2024-01-05,2024-01-10,5,35,88,2
185,C_012,Female,19,Healthcare,Emily,Jerry,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-01-06,2024-01-12,1,499,39,1
186,C_026,Male,21,Barista,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-01-07,2024-01-14,2,620,97,2
187,C_010,Male,26,Lawyer,Dunn,Ryan,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,Broadway,Cyprus,Processing,In-Store,2024-01-08,2024-01-16,3,200,24,1
188,C_015,Female,48,Doctor,Helen,Renn,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,USA,Delivered,Pickup,2024-01-09,2024-01-18,4,25,68,2
189,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-01-10,2024-01-20,5,350,17,1
190,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-01-11,2024-01-12,1,35,85,2
191,C_002,Male,45,Doctor,Alexander,Smith,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-01-12,2024-01-14,2,499,23,1
192,C_006,Male,25,Artist,David,Campbell,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,Netherlands,Delivered,Online,2024-01-13,2024-01-16,3,620,69,1
193,C_010,Male,26,Lawyer,Dunn,Ryan,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-01-14,2024-01-18,4,200,8,1
194,C_032,Male,40,Engineer,Tony,Sebastian,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Market Rd,Germany,Returned,Pickup,2024-01-15,2024-01-20,5,25,91,2
195,C_019,Female,34,Lawyer,Jessica,Danforth,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-01-16,2024-01-22,1,350,16,1
196,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-01-17,2024-01-24,2,35,79,1
197,C_023,Male,53,Lawyer,Klen,Britton,P_1005,Tablet,Accessories,Budget,New York Mall,High St,USA,Cancelled,Pickup,2024-01-18,2024-01-26,3,499,28,1
198,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-01-19,2024-01-28,4,620,74,1
199,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-01-20,2024-01-30,5,200,18,1
200,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-01-21,2024-01-22,1,25,83,2
201,C_012,Female,19,Healthcare,Emily,Jerry,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-01-22,2024-01-24,2,350,10,2
202,C_026,Male,21,Barista,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-01-23,2024-01-26,3,35,16,1
203,C_028,Female,20,Engineer,Olivia,Taylor,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-01-24,2024-01-28,4,499,0,1
204,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-01-25,2024-01-30,5,620,39,1
205,C_004,Male,33,Barista,Brewster,Michael,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-01-26,2024-02-01,1,200,59,1
206,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-01-27,2024-02-03,2,25,52,2
207,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-01-28,2024-02-05,3,350,61,1
208,C_018,Male,64,Healthcare,James,Smith,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Main St,Cyprus,Delivered,In-Store,2024-01-29,2024-02-07,4,35,12,1
209,C_013,Male,54,Entertainment,Glen,Pokk,P_1005,Tablet,Accessories,Budget,Amsterdam Mall,High St,Australia,Cancelled,Pickup,2024-01-30,2024-02-09,5,499,7,1
210,C_026,Male,21,Barista,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-01-31,2024-02-01,1,620,33,1
211,C_025,Male,24,Barista,Martin,Taylor,P_1001,Smartphone,Electronics,Standard,Berlin Mitte,Broadway,Germany,Processing,In-Store,2024-02-01,2024-02-03,2,200,93,1
212,C_015,Female,48,Doctor,Helen,Renn,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,USA,Delivered,Pickup,2024-02-02,2024-02-05,3,25,92,2
213,C_006,Male,25,Artist,David,Campbell,P_1003,Shoes,Fashion,Premium,Berlin Mitte,High St,Netherlands,Cancelled,Online,2024-02-03,2024-02-07,4,350,70,1
214,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-02-04,2024-02-09,5,35,82,2
215,C_027,Female,30,Homemaker,Nina,Martin,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-02-05,2024-02-11,1,499,68,1
216,C_018,Male,64,Healthcare,James,Smith,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-02-06,2024-02-13,2,620,70,1
217,C_012,Female,19,Healthcare,Emily,Jerry,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-02-07,2024-02-15,3,200,40,1
218,C_032,Male,40,Engineer,Tony,Sebastian,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Market Rd,Germany,Returned,Pickup,2024-02-08,2024-02-17,4,25,99,2
219,C_033,Female,65,Homemaker,Venus,Garnett,P_1003,Shoes,Fashion,Premium,London West,Broadway,UK,Processing,Online,2024-02-09,2024-02-19,5,350,34,1
220,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-02-10,2024-02-11,1,35,61,1
221,C_019,Female,34,Lawyer,Jessica,Danforth,P_1005,Tablet,Accessories,Budget,New York Mall,High St,USA,Cancelled,Pickup,2024-02-11,2024-02-13,2,499,33,1
222,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-02-12,2024-02-15,3,620,51,1
223,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-02-13,2024-02-17,4,200,55,2
224,C_006,Male,25,Artist,David,Campbell,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,Netherlands,Delivered,Pickup,2024-02-14,2024-02-19,5,25,37,2
225,C_012,Female,19,Healthcare,Emily,Jerry,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-02-15,2024-02-21,1,350,48,1
226,C_026,Male,21,Barista,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-02-16,2024-02-23,2,35,8,1
227,C_025,Male,24,Barista,Martin,Taylor,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-02-17,2024-02-25,3,499,77,1
228,C_002,Male,45,Doctor,Alexander,Smith,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,Germany,Delivered,Online,2024-02-18,2024-02-27,4,620,86,2
229,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-02-19,2024-02-29,5,200,64,1
230,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-02-20,2024-02-21,1,25,30,2
231,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-02-21,2024-02-23,2,350,53,1
232,C_018,Male,64,Healthcare,James,Smith,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Main St,Cyprus,Delivered,In-Store,2024-02-22,2024-02-25,3,35,28,1
233,C_012,Female,19,Healthcare,Emily,Jerry,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-02-23,2024-02-27,4,499,88,1
234,C_026,Male,21,Barista,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-02-24,2024-02-29,5,620,14,1
235,C_025,Male,24,Barista,Martin,Taylor,P_1001,Smartphone,Electronics,Standard,Berlin Mitte,Broadway,Germany,Processing,In-Store,2024-02-25,2024-03-02,1,200,54,1
236,C_015,Female,48,Doctor,Helen,Renn,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,USA,Delivered,Pickup,2024-02-26,2024-03-04,2,25,34,2
237,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-02-27,2024-03-06,3,350,96,1
238,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-02-28,2024-03-08,4,35,35,1
239,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-02-29,2024-03-10,5,499,74,1
240,C_018,Male,64,Healthcare,James,Smith,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-03-01,2024-03-02,1,620,11,1
241,C_010,Male,26,Lawyer,Dunn,Ryan,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-03-02,2024-03-04,2,200,16,1
242,C_026,Male,21,Barista,Michael,Canfield,P_1002,Headphones,Accessories,Budget,Amsterdam Mall,Market Rd,Australia,Returned,Pickup,2024-03-03,2024-03-06,3,25,17,2
243,C_033,Female,65,Homemaker,Venus,Garnett,P_1003,Shoes,Fashion,Premium,London West,Broadway,UK,Processing,Online,2024-03-04,2024-03-08,4,350,14,1
244,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-03-05,2024-03-10,5,35,58,1
245,C_007,Male,27,Songwriter,Davidson,Pete,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-03-06,2024-03-12,1,499,20,1
246,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-03-07,2024-03-14,2,620,75,1
247,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-03-08,2024-03-16,3,200,96,1
248,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-03-09,2024-03-18,4,25,16,2
249,C_022,Male,18,Homemaker,Kevin,Patrick,P_1003,Shoes,Fashion,Premium,New York Mall,High St,USA,Cancelled,Online,2024-03-10,2024-03-20,5,350,2,1
250,C_020,Male,39,Healthcare,Joe,Patty,P_1004,Backpack,Fashion,Standard,London West,Market Rd,UK,Returned,In-Store,2024-03-11,2024-03-12,1,35,0,1
251,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,Broadway,Cyprus,Processing,Pickup,2024-03-12,2024-03-14,2,499,93,1
252,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-03-13,2024-03-16,3,620,65,1
253,C_004,Male,33,Barista,Brewster,Michael,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-03-14,2024-03-18,4,200,14,1
254,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-03-15,2024-03-20,5,25,13,2
255,C_027,Female,30,Homemaker,Nina,Martin,P_1003,Shoes,Fashion,Premium,Berlin Mitte,Broadway,Germany,Processing,Online,2024-03-16,2024-03-22,1,350,32,1
256,C_006,Male,25,Artist,David,Campbell,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,Netherlands,Delivered,In-Store,2024-03-17,2024-03-24,2,35,49,1
257,C_016,Female,42,Entertainment,Isabel,Pearce,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-03-18,2024-03-26,3,499,18,1
258,C_025,Male,24,Barista,Martin,Brown,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Market Rd,Germany,Returned,Online,2024-03-19,2024-03-28,4,620,96,3
259,C_033,Female,65,Homemaker,Venus,Garnett,P_1001,Smartphone,Electronics,Standard,London West,Broadway,UK,Processing,In-Store,2024-03-20,2024-03-30,5,200,64,1
260,C_015,Female,48,Doctor,Helen,Renn,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,USA,Delivered,Pickup,2024-03-21,2024-03-22,1,25,60,2
261,C_006,Male,25,Artist,David,Campbell,P_1003,Shoes,Fashion,Premium,Berlin Mitte,High St,Netherlands,Cancelled,Online,2024-03-22,2024-03-24,2,350,16,1
262,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-03-23,2024-03-26,3,35,85,1
263,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-03-24,2024-03-28,4,499,24,1
264,C_018,Male,64,Healthcare,James,Smith,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-03-25,2024-03-30,5,620,38,1
265,C_012,Female,19,Healthcare,Emily,Jerry,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-03-26,2024-04-01,1,200,10,2
266,C_020,Male,39,Healthcare,Joe,Patty,P_1002,Headphones,Accessories,Budget,London West,Market Rd,UK,Returned,Pickup,2024-03-27,2024-04-03,2,25,39,2
267,C_025,Male,24,Barista,Martin,Taylor,P_1003,Shoes,Fashion,Premium,Berlin Mitte,Broadway,Germany,Processing,Online,2024-03-28,2024-04-05,3,350,68,1
268,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-03-29,2024-04-07,4,35,79,1
269,C_022,Male,18,Homemaker,Kevin,Patrick,P_1005,Tablet,Accessories,Budget,New York Mall,High St,USA,Cancelled,Pickup,2024-03-30,2024-04-09,5,499,76,1
270,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-03-31,2024-04-01,1,620,39,1
271,C_002,Male,45,Doctor,Alexander,Smith,P_1001,Smartphone,Electronics,Standard,Berlin Mitte,Broadway,Germany,Processing,In-Store,2024-04-01,2024-04-03,2,200,36,1
272,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-04-02,2024-04-05,3,25,82,2
273,C_024,Female,49,Engineer,Maria,Johnson,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-04-03,2024-04-07,4,350,76,1
274,C_026,Male,21,Barista,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-04-04,2024-04-09,5,35,99,2
275,C_025,Male,24,Barista,Martin,Taylor,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-04-05,2024-04-11,1,499,57,1
276,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-04-06,2024-04-13,2,620,89,1
277,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-04-07,2024-04-15,3,200,88,1
278,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-04-08,2024-04-17,4,25,21,2
279,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-04-09,2024-04-19,5,350,12,2
280,C_006,Male,25,Artist,David,Campbell,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,Netherlands,Delivered,In-Store,2024-04-10,2024-04-11,1,35,73,1
281,C_017,Male,58,Artist,Jakob,Neve,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-04-11,2024-04-13,2,499,87,2
282,C_001,Male,37,Artist,Alex,Taylor,P_1006,Laptop,Electronics,Premium,Netherlands Mall,Market Rd,Netherlands,Returned,Online,2024-04-12,2024-04-15,3,620,63,1
283,C_033,Female,65,Homemaker,Venus,Garnett,P_1001,Smartphone,Electronics,Standard,London West,Broadway,UK,Processing,In-Store,2024-04-13,2024-04-17,4,200,58,1
284,C_022,Male,18,Homemaker,Kevin,Patrick,P_1002,Headphones,Accessories,Budget,New York Mall,Main St,USA,Delivered,Pickup,2024-04-14,2024-04-19,5,25,20,2
285,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-04-15,2024-04-21,1,350,11,1
286,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-04-16,2024-04-23,2,35,40,1
287,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-04-17,2024-04-25,3,499,84,1
288,C_018,Male,64,Healthcare,James,Smith,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-04-18,2024-04-27,4,620,47,1
289,C_012,Female,19,Healthcare,Emily,Jerry,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-04-19,2024-04-29,5,200,91,1
290,C_026,Male,21,Barista,Michael,Canfield,P_1002,Headphones,Accessories,Budget,Amsterdam Mall,Market Rd,Australia,Returned,Pickup,2024-04-20,2024-04-21,1,25,58,2
291,C_033,Female,65,Homemaker,Venus,Garnett,P_1003,Shoes,Fashion,Premium,London West,Broadway,UK,Processing,Online,2024-04-21,2024-04-23,2,350,62,1
292,C_023,Male,53,Lawyer,Klen,Britton,P_1004,Backpack,Fashion,Standard,New York Mall,Main St,USA,Delivered,In-Store,2024-04-22,2024-04-25,3,35,80,1
293,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-04-23,2024-04-27,4,499,66,1
294,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-04-24,2024-04-29,5,620,36,1
295,C_006,Male,25,Artist,David,Campbell,P_1001,Smartphone,Electronics,Standard,Berlin Mitte,Broadway,Netherlands,Processing,In-Store,2024-04-25,2024-05-01,1,200,73,1
296,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-04-26,2024-05-03,2,25,43,2
297,C_012,Female,19,Healthcare,Emily,Jerry,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-04-27,2024-05-05,3,350,91,1
298,C_001,Male,37,Artist,Alex,Taylor,P_1004,Backpack,Fashion,Standard,Netherlands Mall,Broadway,Netherlands,Returned,In-Store,2024-04-28,2024-05-07,4,35,41,1
299,C_026,Female,21,Barista,Michael,Canfield,P_1005,Tablet,Accessories,Budget,Amsterdam Mall,Broadway,Australia,Processing,Pickup,2024-04-29,2024-05-09,5,499,16,1
